Movie Name,Storyline
¿Quién es quién?,"Valentina make a wish for her 9th birthday. The next day, all the members of her family wake up with their bodies exchanged. Chaos grips the family as they wonder: Who is who?"
She Looks Like Me,"Born without legs, Jen Bricker is abandoned by her biological parents. Adopted in the US, she idolizes America's superstar gymnast - the mesmerizing Dominique Moceanu - only to find out that the two women share a shocking secret."
Sagrada luna,A secret cult is run by Supremo Papa who is surrounded by his Virgin Sisters.
The Bridge,"Fifty years ago, minority communities faced discrimination. In L.A., leaders established a community bank, aiming to deliver the American dream. This marked a journey mirroring Asian American experiences."
Transplant,A Korean-American surgical resident pushes himself to extreme lengths while training under a legendary heart transplant surgeon who's obsessed with protecting his perfect reputation.
Love Me If You Dare,"A man's romance with an enigmatic woman leads him down a dark path as he faces terrifying events, vanishings, and heartbreak while urgently trying to uncover her true nature in this eerie Telugu fantasy romance."
Sevappi,A 5-year-old boy living in a remote Tamil Nadu village bonds with a chicken he pretends to have birthed. The village views this as a family dispute that escalates into a caste issue dividing the town.
South of Hope Street,"In 2038 earth enters a mysterious universe. People hide behind a gigantic wall and engage in wars. In this dystopian wonderland, Denise walks on thin ice spurred on by Tom, a caretaker, who promises that a renaissance is on its way."
The New Purge,A woman lives in her own flesh a macabre purge where people are killed indiscriminately for fun.
The Naboo Movie: A Live Staged Reading of Star Wars: The Phantom Menace,"Two Jedi knights become caught up in a galactic dispute while protecting a queen. They encounter a gifted boy, compete in a high-stakes podrace, and battle an army of droids."
Doc Holly's Christmas,"When Holly flees a café without paying in Holly, Michigan, her plans derail into community service at a local vet clinic. Between adorable patients and a charming veterinarian, this Christmas detour might become her favorite destination."
Perewangan,"A girl named Maya who is terrorized by various unusual things. Ironically, Maya's father died. All this terrible terror occurred after Maya's mother fell ill."
Diciannove,"A curious student embarks on a journey of self-discovery, learning that the path, no matter how unfamiliar or daunting, is worthwhile."
Luottomies-elokuva: All In,Tommi and Juhis come across the harsh realities of the crypto world.
Last Stop: Rocafort St.,"A mystery that has shaken the Rocafort Metro station in Barcelona for years enters fully into Laura's life when she starts working at this old, quiet stop and discovers that many people have died there under strange circumstances."
Tracing the Divide,Two lifelong friends test their limits and find new purpose as they ride the rigorous Great Divide Mountain Bike Route from Canada to Mexico.
A Balloon's Landing,"Hong Kong writer Tian Yu and Taipei gangster Xiang set out to find the Bay of Whales, uncovering surprises and forming strong bonds along the way."
Yuva,"At an engineering college, feuds between rival groups intensify, leading to student activities mirroring the brutality of gang warfare."
Something to Stand for with Mike Rowe,"Join America's favorite storyteller on an epic journey to the heart of Washington DC. This cinematic tour de force will take viewers to the frontlines of the American Revolution, World War II, the Civil Rights movement, and more."
The Family Business,"The Family Business is a Dark, Dramatic, Horror, Thriller where tensions rise among a twisted family of psychopaths who set out to create a very unique snuff film of epic proportions."
Gladiators,"When a once great gladiator's betrothed is murdered, he vows to hunt down the killer. But when he discovers the murderer is no stranger, the gladiator must enter the Colosseum once more to avenge his bride."
Accident or Conspiracy: Godhra,"Based on the Godhra train burning incident and riots in 2002, focusing on the Nanavati commission enquiry and report."
Friedas Fall,"The murder of a young woman's son sparks a pivotal moment in the fight for women's rights and political equality in early 20th century Switzerland, setting the stage for a historic court case."
Down Below,"On the 20th anniversary of the gruesome Christmas Eve murders at St. Agnes church, a demonic preacher returns to haunt that same town's residents."
The Greatest Love Story Never Told,Go behind the scenes with Jennifer Lopez as she independently produces a new album that explores her 20-year journey to self-love.
Malta,"Mariana wants to go far away, far from Bogota, far from her family, but above all away from herself. Malta is a place where to start. Before she gets there she will have to delve in other territories."
Malu,"Malu, a 50-year-old unemployed actress living off memories of her glorious past, shares a run-down home in a Rio de Janeiro slum with her conservative mother, whilst also dealing with a troubled relationship with her own daughter."
Drop Dead City,"In 1975, New York City is minutes away from bankruptcy when an unlikely alliance of rookies, rivals, fixers and flexers finds common ground, and a way out."
Enchanting Christmas,"A father's ice sculpture of a princess magically comes to life, causing unexpected disruptions in the lives of those she meets."
